Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Apollo Medical  Center,Hyderabad,"MBBS, MD - General Medicine",12,"Just ten minutes of waiting period was observed during my initial consultation., I am completely satisfied with the results.,I visited him only once and the outcome was good as expected. I am satisfied with the treatment. The wait time was 15 min as observed, I had been there with cold and cough issues ,I felt a lot better after the treatment though the overall experience was just moderate. Being the main agenda, Apollo is not so great in their service and hospitality. Also, they suggest so many tests that are too expensive.",550,Dr. Jagadeesh Kumar Kanukuntla,4.5,Internal Medicine
Celestee Speciality Clinics,Hyderabad,"MBBS, MD - General Medicine",14,,800,Dr. K Swarna Deepak,,General Physician
Apollo Hospitals,Hyderabad,"MBBS, MD - General Medicine",36,"this doctor is very rude. he has no time to listen to patients problems.  I strongly suggest you to avoid this doctor and save your money. , very arrogant. example: when i asked him a medicine for deworming. he literally told me to ask the person who suggested me for deworming tablet and he didn't even care to ask or  listen me and my problems.,The doctor was in a hurry,  and didn't spend adequate amount of time on explanation of the investigation reports. ,I don't recommend this Doctor for any consultation. Never give any details of the reports. ,For few minutes consultation charged 2000/- per visit. also charged 3100/- for his assistant doctor visit.",1000,Dr. S. Ananth Kumar,4.0,Internal Medicine
"Aster Prime Hospitals,MedExpress Clinic",Hyderabad,"MBBS, DNB - General Medicine, DNB - General Medicine",12,"Has been polite with has good narrative touch.,He was friensly. He educates patients about health problem and treatment about it, treat with patience. ,Please avoid this doctor( Dr. Prashanth Chandra NY). He will prescribe high dose medicines. I had very bad experience with this doctor.,I was initially asked to wait for 10 min. But they just kept extending the time until I finally decided to leave",500,Dr. Prashanth Chandra NY,"4.0,3.5",General Physician
Tulasi Hospitals,Hyderabad,MBBS,15,"doctor  was  patient  enough to explain  the  problem and  listen  to  us. wait time was  also less.,I don't have any complaints with the doctor nor the treatment he is just awesome.My concern is entirely on the Tulasi hospital.HOPE LESS is the word described to tell about this hospital.No patient courtesy.hope less  people sitting in the reception doing nothing.I can't believe that they don't have an escalation matrix.People watch out you are entering into a risky area if you have any plans to visit this hospital.There are many people in the hospital who are so unhappy about the hospital and management but they are not internet save and so there are no reviews from them.Wish i could get this doctors appointment in a different hospital.,Doctor was so good. He spends time with patients and gives the best treatment without prescribing unnecessary tests. His approach to analyze a medical problem is awesome. He makes the patient comfortable by interacting so well. I recommend him strongly.,The hospital is poorly organised. The staff is not active in attending to the patients and not sending people for treatment in an order. ",500,Dr. Sridhar Billa,4.5,General Physician
Apollo Hospitals,Hyderabad,"MBBS, MD - General Medicine",39,"I visited today for my husband health issue( high Bp/ cholesterol) doctor Venkat Rao is very friendly doctor...explained all do’s & dont’s ...in very nice manner...answered my all questions very patiently...thanks doctor...u are really best,best doctor,with very good experience. and very good command in field.explanation was also good.5 star,Doctor is well professional , hardworking ,& friendly attitude.point to point issues solving capacity.overall he is well expertise in his professional. thanks, listen to the patient very carefully... And we feel satisfied with his talks only... ",1000,Dr. Venkata Rao Abbineni,4.0,General Physician
Aster Prime Hospitals,Hyderabad,MBBS,23,"Hope the physician, treatment and hospital facilities are more better than  neelima hospital near by surroundings need to know more and want to give feedback after full health. Thanks from , I am satisfied with doctor treatment. There was not much waiting time for doctor and doctor behaviour was good and listened to our problem properly and I would like to recommend this doctor to my family and friends.",500,Dr. L Sunandhini,4.0,General Physician
Gleneagles Global Hospital,Hyderabad,"MBBS, MD - General Medicine",14,,650,Dr. T. Srinivasulu,4.0,General Physician
Apollo Hospitals,Hyderabad,"MBBS, MD - General Medicine, FRACP (Rheumatology), FRACP (Rheumatology)",16,"A very long waiting time of 1.5 to 2 hours, even with appointment. If you go without appointment when the hospital guys ask you to come for walk-in, then the waiting time is more than 5 hours. Bad management.,I am seeing Doc Manish for 3 years now. He is excellent in his profession. He listens carefully to everyone and suggests medication. The best part is unlike other doctors he is not behind money. I feel he works very hard and does not favor any of his known patients in the queue. If we write to him for any confusion or anything, he almost replies in 3 hours.  Fortunate to have him in the doctor's profession. ,Went for hip pain. Told him have r.a for 11 years. First visit. Charged 800 RS. Did not even examine hips. Did not take proper history. Looked at wrist and knees.",1000,Dr. Manish Dugar,4.0,General Physician
Zoi Hospitals,Hyderabad,"MBBS, MD - General Medicine",17,"It was very good ,Rahul Gandhi sir good suggestion very friendly is there, treatment is good, discharge Time staff communication not satisfied,I visited with my wife. he listened to us and mentioned about our reports. he explained  nicely. good job,I went to get idea about one week old knee wound.",300,Dr. Rahul Gandhi Godisela,5.0,General Physician
"Apollo Spectra Hospitals,Apollo Medical  Center",Hyderabad,"MBBS, Post Graduate Diploma in Diabetology (PGDD)(Madras Medical College)",24,"Doctor is experienced, quite friendly, gave his time to explain the issue.,Doctor is very friendly. , He asked to do the exact investigation related to health issue.,Visited the doctor for a fever. Since dengue was so common, I thought he will be suggesting for a test since I had little shivering. But he explained me and he told if fever didn't go off within a day, we can proceed. Wait time is bill when I visited ! aNd very friendly too. ,When the doctor knew I have come to visit based on the preventative health check up report; the doctor seems to not too bothered , ",550,Dr. Syed Athar Hussain,"3.5,4.5",Diabetologist
