Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
 Homeo Speciality Clinic,Chennai,"MBBS, MD - Homeopathy, MD - General Medicine",36," has been working in the field of diabetes for over 30 years in Chennai in Southern India.  He is a doctor of medicine (M.D.) degree/MRCP in allopathic and also a doctor of medicine (M.D.) degree in Homeopathy. Having had practical knowledge in both the streams .he is thorough with the patients’ individual problems. I  am aged 82 years and suffering from Diabetes for the last  35 years and the allopathic medicines were just maintaining the border lines of a Type 2 diabetes patient like me.   Frustrated,  I wanted to get a fresh  medical advise from a person like Dr.K.V.Raghunaath,  to lead  a normal life.  Dr.K.V.Raghunaath, as a  Diabetologist helped me  to control my  high blood sugar with a few dietary changes.. He was very patient in listening to my health problems and after about an hour of discussion, he has undertaken an integrated medicine program and  created an  individually designed remedies for patients like me,  who have a long bad history of the disease!",300,Dr. Raghunath,,Homoeopath
Dr. A.C Aruldas Hospital,Chennai,MBBS,14,"Consultation at affordable price. Providing, treatment for all members of family irrespective of age group from new born to old aged.,I strongly recommend Dr Aruldas .,I had couple of times abdominal pain where i had temporary medication through doctor and once i had severe pain and rushed to  hospital in Tnagar, Doctor mentioned might be kidney stones and have to test through and would cost around 10k asked me to come next day .but that time he has given temporary treatment and pain reduced for a while .but after an hour again got severe pain and through my friends suggestion i went to Aruldas doctor .doctor had checked abdomen and said not seems to be kidney stones better to have scan . so through scan got to know pain is due to ovulation happened . he given the medication for pain reduction . after i never got any pain. so thankfully i ended up in spending less amount with very good treatment . i would say few doctor around not providing the right suggestion or treatment and instead would need to spend more cost and ending up in wrong treatment. Be careful to choose right doctor.",200,Dr. Benedict Aruldas,5.0,General Physician
Boosters-The Immune Clinic,Chennai,"MBBS, MD - Medicine, MRCP (UK),  FRCP",32,"Dr Ramasubramanian explains well about the health issues and also give positive suggestions without frightening you about the pattern/ complications ( which could come later) and prescribing unnecessary tests,The doctor took time and the staff was very helpful too. Doctor was friendly and listened to me problem.,“First and foremost, thanks for making me feel so much better.” “Thanks for  good care and concern…Doctor's 'manner' put me at ease and helped me gain confidence. Because of him, I am doing very well.” “Truly a remarkable doctor and professional that I respect and trust. Associated with him for 8 years ,He was a grate doctor I gone there because I unsafe sex and felt like having rashes and feared he was a grate doc best doc for teenagers ",1000,Dr. V.Ramasubramanian,4.5,Internal Medicine
Shri sairam Pain relief Centre,Chennai,MBBS,34,"Good. He spent good amount of time and went through all problems. His approach, listening and suggestions is very practical. Apart from only medicine he suggested some therapy which can be done at home also. Overall satisfied with his treatment and looking for follow up visit as per his suggestion.,Meticulously diagnoses problem n underlying condition very patience and hear back patient issues. Moral support and positive thinking helps patients overcome issues to have smile on their face.,Very good caring and very involved n personal care  supportive and positive and caring he does thorough diagnosis,Diagnosed well. Has been continuing visiting periodically for PD relayed improvements. ",300,Dr. S.S.Sukumar,,General Physician
Nulife,Chennai,MBBS,30,,400,Dr. K Arul,,General Physician
Better Life Homeopathic Multi speciality clinic,Chennai,"BHMS, MD - Homeopathy",10,"I have been suffering from asthma by birth as it was hereditary and was on inhalers for almost 7 years now, when I found out Dr. Divya. After taking medicines prescribed by her I am now able to breathe better than ever before.,Good. She gave ample tine and undeestood the issue.. She communicated well to make us understand the issue,I experienced the improvement from the first day of medicine. She has good understanding of the problem and gives good suggestions on how to avoid infections,My wife had severe ear pain continuously for 3 days, but after consulting with this doc it's cured fast. ",200,Dr. Divya Barath,3.5,Homoeopath
Dr. Kamakshi Memorial Hospital,Chennai,MBBS,41," he asked me detailed information and approach has good.Even he provided his mobile no for conduct any urgent,Very polite.they way he explains was very good.from my childhood i am getting treatment from him...so soft spoken...very caring,Doctor was not available, during visit. He is making to the hospital regularly. Was suggested with some other doctor., The way he treated is very much appreciated. He explained in a methodical way",350,Dr. Govindarajan T G,4.5,General Physician
Get Well Clinic,Chennai,"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Community Medicine",21,"Very good experience, Clearly explained the issue and advised how to prevent in future. The actual fee is Rs.150 not 100, that should be corrected on profile. ,Visited for Ear noise problem and I satisfied with treatment. ,We have very nice experience with the doctor.She was very kind and patient to hear from us the health problem we are facing.She prescribed simple appropriate medicines besides simple exercises   to prevent escalation.She is one among the very few NOBLE doctors available in Chennai.        S.Palaniappan,.Madambakkam.,Due to doctor experience , can analyse my fever was a viral or a normal under medicines are relevant to my body symptoms I think so I am cure thanks doctor.",150,Dr. P. Getrude Banumathi,5.0,General Physician
Global Diabates place,Chennai,"MBBS, MD - General Medicine",17,"I consultanted Dr Sivaraj last year ,as I was suffering with severe wheezing problem during my pregnancy.His treatment really worked for me and it dint affect my baby's growth in anyway.I used cough really heavy which was very painful as I was pregnant too..I get sharp pains in stomach  and I couldn't sleep at nights Treatment he gave helped me recover really fast and gave me great relief.I am really thankful to Dr sivraj.I am trying to consult him again for my wheezing problem.But he has left Global hospital.If anyone have his contact no or any details like where he is consulting old let me know,It’s all been said in the other five star reviews.  Dr. P.Shiv Raj is an awesome Doctor, our entire family is very thankful to him, I am surviving just because of him,he saved my life, I have a rare disease i.e MCTD, many doctors were failed to diagnosis the disease but Dr Shiv Raj has found out. I am now leading a normal life, and following his prescription ,I went for my moms consultation and we are from vellore. ,Strictly not recommended. Its very horible  we waited for 3 hours, and informed sister that mam pls send us inside we took 2 hours permission and came. Nurse laughed at us and replied, Sir if u r comming to meet Shivraj, you should take leave and come. This is what happening. doctor doesnt be in his cabin. everytime he will go out come after 30mins and more even. We even took apppintment and went but no use. we waited for 3 hours. i even checked with some of the patients, they said that they are waiting from morning. Its very Embarrassing.",500,Dr. P Sivaraj,4.5,General Physician
Apollo Hospital,Chennai,MBBS,28,,1000,Dr. Shyamala Gopi,3.5,General Physician
Krystal Specialty Clinic,Chennai,"MBBS, DNB - General Surgery, MCh - Plastic Surgery",19,"Very friendly with the patient and explaining the problem and solution very easily understandable manner.,we went for treatment to my son sivaraman's finger burn injury.He took at most care in analysing the burns and detailed us on the type treatment procedures to be done and carried out excellent treatment.Now my son fully recovered. we thank doctor for his efforts.Anandalakshmipriya M,Dr.Satish has taken care of the procedure nicely and has given a good fix for the problem.  Happy withe progress.,The treatment satisfied us a lot.he consulted friendly and made us more comfortable. He explains clearly.",500,Dr. Sathish Manivel,,Plastic Surgeon
Murugesan Memorial Hospital,Chennai,MBBS,22,"Dr.Gunaseelan is a down to earth person. He will be very patient in asking the problems which you will undergo and treat accordingly. He will have your records which will be easy for him to quickly understand our body condition.,I visited to Dr. M.Gunaseelan for some personnel health problems. Dr. M.Gunaseelan is really a very good professional. He has the patience to listen to the patients and understand there problem and analyse the reason for the problem. The clinic is very neatly managed and every part of the clinic is very tidy.,This was my first consultation with Dr. M.Gunaseelan. He is a very good doctor who takes care of the patients well and provides the best suggestions and prescribes best medicines and treatments. Doctor is very friendly.,He has all my medical history for all the visits I had. So it's easier for the doctor understanding about me and my previous medical issues. if something need a second opinion, The doctor roughts me to a specialist doctors,  without scaring the patient .",200,Dr. M.Gunaseelan,5.0,General Physician
RNR Cardiac Clinic,Chennai,"MBBS, MD - General Medicine",20,,300,Dr. Nagarajan Solai,5.0,General Physician
Helios Hospitals,Chennai,MBBS,39," she is very caring and concerned .,My 2 pregnancies mam handled with much care there were complications and I was afraid at times but mam's care and treatment healed me completely. She is a really booster of my life. ,I am very thankful to her.very friendly and clear in her words. Awesome doctor. I highly recommend Dr.manjuladevi mam to all ,.love you mam..cheers..,unprofessional doctor ever i visited for my wife's pregnancy, she didnt explain anything.she forced us to take the blood test, which report she didn't gave us till now and she prescribed medication on the same ,Helios hospital is one among the worst cheating facilities I have seen. We visited hospital for mild boil and doctor asked us to take blood test and wbc test which doesn't make sense and even the fee charged under different names and they make sure you appear pay 800. Never visit and lose your money..",300,Dr. Manjula Devi Kannan,4.0,General Physician
