Address,City,Degree,Experience,Feedback,Fees,Name,Rating,Specialization
Dr.shreenivas multispeciality dental clinic,Pune,BDS,11,"Dr.Shrinivas is a very good human being with full of positive attitude.He is very punctual of the timming.,Dr. Shreenivas is well experienced and friendly. With the advance machinery and skill he has all the root canal treatment was painless and completed in one sitting.,It was very nice experience. I have gone through the,I always had burden of visiting dentist for my dental issues..but I had cavities.. and I visited Dr Shrinivas ..N my fear goes away..he did filling procedure and my teeth looking best now.,he explains all the details with patients. I definitely recommend him to my friends.",200,Dr. Shreenivas Panchal,5.0,Dentist
"Saishree Hospital,Saishree Infertility & Test Tube Centre",Pune,"MBBS, MS - Obstetrics & Gynaecology",19,"After suffering of infertility about 9 years, we heard about Sai Shree Hospital. We approach the hospital and in first attempt we got success with the help of experience  doctors and God bless with  Two princess in 30th October 2018. Thanks to the Doctors and the helpful staff of the hospital, without their help and encouragement we could not success.,As I know the Dr Girish pote ,Absolutely satisfied with approach,treatment,care received . Condition explained very well and handled effectively ,We consulted with Dr Pote several times right from IVF treatment to pregnancy care & tests and for post pregnancy care. The experience was very good. Dr Girish is friendly,takes utmost care while dealing with patients.",500,Dr. Girish Pote,"4.5,5.0",Gynecologist/obstetrician
Rakshayu Clinic,Pune,"BAMS, CGO",21,"Dr. Mayuri Morey Mam is best doctor I ever met. With her guidance and support my pregnancy journey became smooth and happy.,Doctor spoke to the point, , was motivating, helped me loose weight and get fit before pregnancy.,. Actually she is like a family Dr to me..,medicine given by her always work  immediately and gets relief... ,Good Listener to patient issues",200,Dr. Mayuri Morey,,Ayurveda
Aastha Clinic & Diagnostics,Pune,"BAMS, PG Diploma In Clinical Cosmetology (PGDCC)",10,"  The doctor is experience Man. It treatment is also Nice . I recommend the doctor for treatment .   ,Dr explained the treatment & gave valuable inputs which was helpful for my wife's treatment & now she has 70% relief by your treatment. ,My 3 yrs old baby got rashes on her body n face too, very good experience wid the doctor. Its take only three days rashes gone from face n body. I recommend  this doc for the treatment,very good support staff. Doctor explained the intricacies of white patch below eyes in conventional way.",350,Dr. Shrikant V. Khanapurkar,5.0,Cosmetologist
"Somani Cardiac and Gynec Center,N M Wadia Institute of Cardiology,Apollo Clinic",Pune,"MBBS, DNB - Cardiology, DNB - General Medicine, FACC, MD - Medicine",20," I would like to say 'Thank you so much Dr.Abhay Somani sir', Because my mother was suffered from triple vessel disease and 2deco report shows 30%pumping capacity of heart..Number of doctor told me to do CABG (bypass surgery).I decided to do so..,My brother underwent Angioplasty he was diagnosed,I am very feared about my chest pain 1st time I met doctor he was very friendly and positive speaker he hoping me during check up time finally I left with happy that my heart was Normal definitely I refer Dr Abhay Somani.,we were made to wait and then later was told that a gynacalogist would attend in place of a cardiologist, it was   simply weird",600,Dr. Abhay Somani,"3.5,5.0,4.0",Cardiologist
Dent Care Clinic,Pune,BDS,11,"I had very good experience. , Summarized the problem and treatment well. Sensitive about work. Thanks.,I always used to fear getting braces, as if not done rightly it would change my face cut hence I choose not to do it until recently when I met Dr Akshay devi where he explained me the whole process in a prototype and guaranteed me nothing will happen to my face cut.,It was good overall. I was satisfied. The way to the clinic is through a very old building and the staircase is dangerous. otherwise it was a good experience",150,Dr. Akshay Devi,,Dentist
Umarji Mother & Child Care,Mumbai,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",10," painless vaccination. I prefer him for his Friendly behaviour and valuable time.,Doctor is very patient while listening to the child issues and gives necessary suggestions as per the symptoms..,We have been consulting Dr Sambhaji for the past one year and am thoroughly satisfied. He is friendly to the children and takes time to diagnose the problem and explain the condition to us the parent. We highly recommend Dr Sambhaji to anyone looking for a good Paediatrician.,Very nice given treatment umraji hospital doctor s and staph good service very good quality I am happy",500,Dr. Sambhaji S. Mahadik,4.5,Pediatrician
Gynaeworld,Pune,"MBBS, MD - Obstetrics & Gynaecology",37,,1500,Dr. Kirti Joglekar,,Gynecologist/obstetrician
"Saishree Hospital,Saishree Orthopedic Clinic",Pune,"MBBS, Diploma in Orthopaedics",12,"Doctor is Superb👌👌 with great attitude & good behaviour and so friendly. His behaviour and attitude towards patient is very very very good and Doctor ketan deshpande is so polite man and he is very honest towards his duty.👍👍👍,Nice experience. Doctor explained the cause and remedial action very well. Treatment suggested is very affordable.,I had booked an appointment for 9:30 Am.  I am at the Saishree Hospital and am informed Dr Ketan Deshpande doesn't visit the hospital on Saturdays.  this is when I had booked the appointment a day prior. highly unprofessional. pls note. I AM In the hospital right now.,I booked an appointment with Dr.  ketan Deshpande. Appointment was also booked successfully.. Then at given time when we reached the hospital for appointment he was not available.  I don't exactly whose fault it was,  was of practo app or doctor.. ( practo app at my end is updated version) but whoever fault it was,  it was very disappointing.  As all patients won't stay in pune itself,  they come from town place after commiting for 2 - 3 hours .",550,Dr. Ketan Deshpande,4.5,Orthopedist
Arká Ayurved,Pune,"MS - Ayurvedic Ophthalmology, BAMS",8,"Good behaviour,Patient’s Satisfection, Good Listener,,Ecnomical treatment ,I am satisfy Dr ganesh jadhav sir is better by another Dr ,my hair problem treatment is solve Dr ganesh jadhav, he is very good dr in my life, I like hair treatment, ,It was very good. Treatment is nice. Doctor cooperates with me as a familiar.  I am feeling better in hospital ,Massive body massage,Doctors take great care of the patient, Sir has great experience of Ayurveda and is well versed,Thanks for the good work.",400,Dr. Ganesh M. Jadhav,5.0,Ayurvedic Ophthalmologist
